Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Cost per item,Status
wildflower-meadow-ruffle-coord,Wildflower Meadow Ruffle Co-ord Set,"<p>A dreamy garden in bloom! Designed in crisp white pure organic cotton with hand-painted wildflower sprigs in pastel coral, marigold, and lavender. Features a sweet ruffled lettuce-edge Peter Pan collar, back snap buttons, and matching lettuce-hem leggings.</p><ul><li>Fabric: 100% Pure Organic Cotton</li><li>Collar: Ruffled Lettuce-Edge Peter Pan Collar</li><li>Set Includes: Floral Top + Ruffled Leggings</li><li>Care: Machine Wash Cold</li></ul>",Meeeku,,Co-ord Sets,"Co-ord Set, 2-Piece, Wildflower Meadow, Floral, Ruffle Collar, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-CRD-WLD-0-6M,180,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,1,Wildflower Meadow Ruffle Co-ord Set - Flatlay,FALSE,Wildflower Meadow Ruffle Co-ord Set - Meeeku,Shop Wildflower Meadow Ruffle Co-ord Set (0-6M to 2-3Y) at Meeeku. 100% Combed Organic Cotton 2-piece set.,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,g,320.00,active
wildflower-meadow-ruffle-coord,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-CRD-WLD-6-12M,200,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,1,Wildflower Meadow Ruffle Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,g,320.00,active
wildflower-meadow-ruffle-coord,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-CRD-WLD-12-18M,220,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,1,Wildflower Meadow Ruffle Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,g,320.00,active
wildflower-meadow-ruffle-coord,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-CRD-WLD-18-24M,240,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,1,Wildflower Meadow Ruffle Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,g,320.00,active
wildflower-meadow-ruffle-coord,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-CRD-WLD-2-3Y,260,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,1,Wildflower Meadow Ruffle Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_wildflower_meadow_coord.jpg,g,320.00,active
sky-blue-stardust-polka-coord,Sky Blue Stardust Polka Co-ord Set,"<p>Calm, cozy, and cloud-soft. Made from rich cornflower sky blue combed cotton covered with delicate white micro-polka stardust speckles. Finished with soft ribbed cuffs and an elasticated waistband that never leaves marks on baby skin.</p><ul><li>Fabric: 100% Combed Breathable Cotton</li><li>Pattern: Micro Stardust Polka Dots</li><li>Waistband: Gentle Zero-Pinch Elastic</li><li>Care: Machine Wash Cold</li></ul>",Meeeku,,Co-ord Sets,"Co-ord Set, 2-Piece, Sky Blue, Polka Dots, Stardust, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-CRD-SKY-0-6M,180,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,1,Sky Blue Stardust Polka Co-ord Set - Flatlay,FALSE,Sky Blue Stardust Polka Co-ord Set - Meeeku,Shop Sky Blue Stardust Polka Co-ord Set (0-6M to 2-3Y) at Meeeku. 100% Combed Organic Cotton 2-piece set.,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,g,320.00,active
sky-blue-stardust-polka-coord,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-CRD-SKY-6-12M,200,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,1,Sky Blue Stardust Polka Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,g,320.00,active
sky-blue-stardust-polka-coord,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-CRD-SKY-12-18M,220,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,1,Sky Blue Stardust Polka Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,g,320.00,active
sky-blue-stardust-polka-coord,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-CRD-SKY-18-24M,240,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,1,Sky Blue Stardust Polka Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,g,320.00,active
sky-blue-stardust-polka-coord,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-CRD-SKY-2-3Y,260,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,1,Sky Blue Stardust Polka Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_sky_blue_polka_coord.jpg,g,320.00,active
playful-kitty-doodles-coord,Playful Kitty Doodles Cotton Co-ord Set,"<p>Purr-fectly snuggly! Crafted from butter-soft combed cotton with all-over playful hand-drawn kitten doodles in soft rose and chocolate tones. Features a soft ribbed neckline, smooth flatlock seams, and matching cuffed lounge pyjamas.</p><ul><li>Fabric: 100% Pure Organic Cotton</li><li>Print: All-Over Sleeping Kitty Doodles</li><li>Seams: Flatlock Zero-Itch Seams</li><li>Care: Machine Wash Gentle</li></ul>",Meeeku,,Co-ord Sets,"Co-ord Set, 2-Piece, Kitty Doodles, Cat Print, Organic Cotton, 0-6M, 6-12M, 12-18M, 18-24M, 2-3Y",TRUE,Size,0-6M,,,,,MEEK-CRD-KIT-0-6M,180,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,1,Playful Kitty Doodles Cotton Co-ord Set - Flatlay,FALSE,Playful Kitty Doodles Cotton Co-ord Set - Meeeku,Shop Playful Kitty Doodles Cotton Co-ord Set (0-6M to 2-3Y) at Meeeku. 100% Combed Organic Cotton 2-piece set.,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,g,320.00,active
playful-kitty-doodles-coord,,,Meeeku,,,,TRUE,Size,6-12M,,,,,MEEK-CRD-KIT-6-12M,200,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,1,Playful Kitty Doodles Cotton Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,g,320.00,active
playful-kitty-doodles-coord,,,Meeeku,,,,TRUE,Size,12-18M,,,,,MEEK-CRD-KIT-12-18M,220,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,1,Playful Kitty Doodles Cotton Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,g,320.00,active
playful-kitty-doodles-coord,,,Meeeku,,,,TRUE,Size,18-24M,,,,,MEEK-CRD-KIT-18-24M,240,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,1,Playful Kitty Doodles Cotton Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,g,320.00,active
playful-kitty-doodles-coord,,,Meeeku,,,,TRUE,Size,2-3Y,,,,,MEEK-CRD-KIT-2-3Y,260,shopify,40,deny,manual,1299.00,1699.00,TRUE,TRUE,,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,1,Playful Kitty Doodles Cotton Co-ord Set - Flatlay,FALSE,,,,Unisex,Kids,,New,FALSE,https://raw.githubusercontent.com/aaybwork-studio/meeeku/main/assets/meeeku_prod_playful_kitty_coord.jpg,g,320.00,active
